STN,YYYYMMDD,;HH,;DD,;FH,;FF,;FX,;T
321,20200620,;11;220;50;60;60;149,  1
321,20200620,;12;220;50;50;70;151,  1
321,20200620,;13;210;50;40;60;153,  1
321,20200620,;14;200;30;30;40;154,  1
321,20200620,;15;200;40;30;50;160,  1
321,20200620,;16;190;30;30;40;162,  1
321,20200620,;17;150;20;20;30;158,  1
321,20200620,;18;130;30;40;40;157,  1
321,20200620,;19;140;40;40;50;158,  1
321,20200620,;20;130;40;50;60;158,  1
321,20200620,;21;130;50;50;60;161,  1
321,20200620,;22;130;50;50;60;162,  1
321,20200620,;23;120;50;50;60;163,  1
321,20200620,;24;120;50;60;60;166,  1
321,20200621,;1;120;60;60;70;167,  1
321,20200621,;2;120;70;80;90;168,  1
321,20200621,;3;130;80;80;90;170,  1
321,20200621,;4;140;80;90;100;171,  1
321,20200621,;5;150;80;90;100;171,  1
321,20200621,;6;160;80;80;100;168,  1
321,20200621,;7;170;70;70;90;167,  1
321,20200621,;8;170;60;60;80;166,  1
321,20200621,;9;180;60;60;70;166,  1
321,20200621,;10;180;60;60;70;165,  1
321,20200621,;11;190;60;60;80;167,  1
321,20200621,;12;210;80;90;110;163,  1
321,20200621,;13;190;90;90;120;158,  1
321,20200621,;14;190;90;100;110;160,  1
321,20200621,;15;190;90;90;110;164,  1
321,20200621,;16;190;90;90;110;165,  1
321,20200621,;17;200;100;100;120;166,  1
321,20200621,;18;210;100;100;120;160,  1
321,20200621,;19;210;90;90;110;159,  1
321,20200621,;20;210;80;80;100;157,  1
321,20200621,;21;210;80;70;100;157,  1
321,20200621,;22;220;80;80;100;156,  1
321,20200621,;23;230;70;60;90;157,  1
321,20200621,;24;280;50;60;70;158,  1
321,20200622,;1;290;50;40;60;157,  1
321,20200622,;2;280;50;50;60;159,  1
321,20200622,;3;270;50;60;70;153,  1
321,20200622,;4;270;50;50;60;152,  1
321,20200622,;5;270;60;60;70;156,  1
321,20200622,;6;280;60;50;70;159,  1
321,20200622,;7;280;50;40;60;162,  1
321,20200622,;8;270;40;30;50;165,  1
321,20200622,;9;260;40;30;40;163,  1
321,20200622,;10;250;30;40;50;159,  1
321,20200622,;11;230;40;30;40;154,  1
321,20200622,;12;220;30;40;40;153,  1
321,20200622,;13;200;30;40;40;154,  1
321,20200622,;14;190;40;50;50;156,  1
321,20200622,;15;200;50;40;60;159,  1
321,20200622,;16;210;40;30;40;158,  1
321,20200622,;17;190;30;30;40;160,  1
321,20200622,;18;190;40;30;40;158,  1
321,20200622,;19;170;30;30;40;157,  1
321,20200622,;20;180;40;40;50;159,  1
321,20200622,;21;160;40;50;60;160,  1
321,20200622,;22;170;50;50;60;162,  1
321,20200622,;23;180;40;40;50;162,  1
321,20200622,;24;170;40;50;60;161,  1
321,20200623,;1;180;50;50;60;164,  1
321,20200623,;2;180;50;50;60;164,  1
321,20200623,;3;190;50;60;70;165,  1
321,20200623,;4;190;60;50;60;166,  1
321,20200623,;5;190;50;50;60;167,  1
321,20200623,;6;190;50;50;60;170,  1
321,20200623,;7;210;40;40;50;171,  1
321,20200623,;8;230;40;30;50;168,  1
321,20200623,;9;240;30;20;40;168,  1
321,20200623,;10;200;20;20;30;165,  1
321,20200623,;11;190;20;20;20;166,  1
321,20200623,;12;210;20;20;30;167,  1
321,20200623,;13;110;10;10;20;166,  1
321,20200623,;14;70;10;10;20;166,  1
321,20200623,;15;30;10;10;20;170,  1
321,20200623,;16;50;20;30;30;171,  1
321,20200623,;17;40;30;40;40;170,  1
321,20200623,;18;50;50;50;60;171,  1
321,20200623,;19;50;50;50;60;172,  1
321,20200623,;20;50;60;60;60;176,  1
321,20200623,;21;40;50;60;60;171,  1
321,20200623,;22;50;70;70;80;173,  1
321,20200623,;23;50;70;70;80;179,  1
321,20200623,;24;60;70;70;80;178,  1
321,20200624,;1;60;70;70;80;176,  1
321,20200624,;2;60;70;70;80;177,  1
321,20200624,;3;60;70;60;80;175,  1
321,20200624,;4;70;70;70;80;176,  1
321,20200624,;5;70;60;60;70;177,  1
321,20200624,;6;70;60;60;70;177,  1
321,20200624,;7;70;60;60;70;177,  1
321,20200624,;8;70;60;60;70;180,  1
321,20200624,;9;70;60;60;70;184,  1
321,20200624,;10;80;60;50;70;190,  1
321,20200624,;11;70;50;50;60;205,  1
321,20200624,;12;80;50;50;60;206,  1
321,20200624,;13;50;50;60;70;194,  1
321,20200624,;14;40;60;60;70;204,  1
321,20200624,;15;30;60;60;70;191,  1
321,20200624,;16;30;60;60;70;194,  1
321,20200624,;17;30;70;80;90;200,  1
321,20200624,;18;20;90;90;100;199,  1
321,20200624,;19;30;90;90;100;191,  1
321,20200624,;20;40;90;90;100;198,  1
321,20200624,;21;40;90;90;100;197,  1
321,20200624,;22;50;90;80;100;198,  1
321,20200624,;23;70;80;80;90;197,  1
321,20200624,;24;70;80;70;90;193,  1
321,20200625,;1;70;80;80;90;198,  1
321,20200625,;2;60;80;70;90;188,  1
321,20200625,;3;60;70;70;80;184,  1
321,20200625,;4;70;60;60;70;179,  1
321,20200625,;5;80;70;70;80;183,  1
321,20200625,;6;90;60;60;70;182,  1
321,20200625,;7;100;60;70;80;182,  1
321,20200625,;8;100;70;70;90;184,  1
321,20200625,;9;90;70;60;80;186,  1
321,20200625,;10;90;70;70;80;195,  1
321,20200625,;11;80;70;60;70;198,  1
321,20200625,;12;70;60;60;70;201,  1
321,20200625,;13;50;60;60;70;217,  1
321,20200625,;14;50;70;60;90;201,  1
321,20200625,;15;40;60;60;80;198,  1
321,20200625,;16;40;80;80;90;192,  1
321,20200625,;17;40;80;80;90;195,  1
321,20200625,;18;40;80;80;90;194,  1
321,20200625,;19;40;80;70;90;202,  1
321,20200625,;20;60;70;60;80;219,  1
321,20200625,;21;70;60;70;70;230,  1
321,20200625,;22;70;80;90;90;218,  1
321,20200625,;23;80;90;90;100;215,  1
321,20200625,;24;90;90;80;100;206,  1
321,20200626,;1;100;80;80;90;201,  1
321,20200626,;2;100;80;80;90;195,  1
321,20200626,;3;110;80;80;100;196,  1
321,20200626,;4;100;80;80;90;191,  1
321,20200626,;5;110;70;70;80;188,  1
321,20200626,;6;110;70;80;80;189,  1
321,20200626,;7;110;80;80;90;192,  1
321,20200626,;8;120;70;70;80;191,  1
321,20200626,;9;110;70;70;80;197,  1
321,20200626,;10;110;50;30;70;202,  1
321,20200626,;11;130;20;20;40;202,  1
321,20200626,;12;180;40;50;60;206,  1
321,20200626,;13;130;40;50;60;227,  1
321,20200626,;14;180;40;50;60;234,  1
321,20200626,;15;230;50;40;70;185,  1
321,20200626,;16;210;50;50;60;194,  1
321,20200626,;17;200;50;50;60;187,  1
321,20200626,;18;210;70;80;90;186,  1
321,20200626,;19;220;70;60;100;197,  1
321,20200626,;20;200;60;70;70;179,  1
321,20200626,;21;190;70;70;90;177,  1
321,20200626,;22;170;60;60;70;176,  1
321,20200626,;23;180;60;60;70;175,  1
321,20200626,;24;160;40;40;70;173,  1
321,20200627,;1;190;50;40;70;173,  1
321,20200627,;2;200;50;50;60;168,  1
321,20200627,;3;200;50;50;60;167,  1
321,20200627,;4;210;60;60;100;165,  1
321,20200627,;5;210;60;60;70;164,  1
321,20200627,;6;190;60;60;70;166,  1
321,20200627,;7;210;60;60;70;166,  1
321,20200627,;8;190;50;50;60;168,  1
321,20200627,;9;190;70;70;90;169,  1
321,20200627,;10;200;60;70;80;172,  1
321,20200627,;11;180;70;70;90;176,  1
321,20200627,;12;180;70;70;90;178,  1
321,20200627,;13;160;70;70;100;180,  1
321,20200627,;14;180;100;100;130;181,  1
321,20200627,;15;160;100;90;130;182,  1
321,20200627,;16;200;90;100;140;180,  1
321,20200627,;17;200;130;140;170;169,  1
321,20200627,;18;200;140;140;170;169,  1
321,20200627,;19;200;130;140;170;169,  1
321,20200627,;20;200;140;130;180;167,  1
321,20200627,;21;210;130;130;160;167,  1
321,20200627,;22;200;140;140;180;170,  1
321,20200627,;23;210;140;140;180;166,  1
321,20200627,;24;210;130;130;170;163,  1
321,20200628,;1;210;130;140;180;163,  1
321,20200628,;2;210;140;130;180;158,  1
321,20200628,;3;210;130;140;170;157,  1
321,20200628,;4;210;130;130;170;157,  1
321,20200628,;5;220;140;150;170;156,  1
321,20200628,;6;220;140;140;170;153,  1
321,20200628,;7;220;140;140;170;153,  1
321,20200628,;8;220;140;140;170;151,  1
321,20200628,;9;210;140;140;170;155,  1
321,20200628,;10;210;140;140;170;155,  1
321,20200628,;11;210;140;130;170;157,  1
321,20200628,;12;210;130;130;170;157,  1
321,20200628,;13;210;140;140;170;157,  1
321,20200628,;14;210;140;140;170;159,  1
321,20200628,;15;210;140;150;170;163
321,20200628,;16;200;150;150;190;162,  1
321,20200628,;17;200;150;150;190;161,  1
321,20200628,;18;210;150;150;200;161,  1
321,20200628,;19;210;150;160;190;161,  1
321,20200628,;20;210;150;150;190;159,  1
321,20200628,;21;210;140;140;180;159,  1
321,20200628,;22;210;140;140;170;155,  1
321,20200628,;23;220;140;140;170;155,  1
321,20200628,;24;220;140;140;170;154,  1
321,20200629,;1;220;130;130;170;152,  1
321,20200629,;2;220;120;120;150;152,  1
321,20200629,;3;220;120;120;150;152
321,20200629,;4;220;110;110;150;154,  1
321,20200629,;5;220;120;120;140;153
321,20200629,;6;220;110;110;140;150
321,20200629,;7;220;120;120;150;149
321,20200629,;8;220;120;110;150;148
321,20200629,;9;220;120;120;150;149
321,20200629,;10;210;130;140;170;154
321,20200629,;11;210;130;120;170;156,  1
321,20200629,;12;210;140;140;170;155,  1
321,20200629,;13;210;150;150;180;156,  1
321,20200629,;14;210;150;150;180;156,  1
321,20200629,;15;210;150;150;190;156,  1
321,20200629,;16;210;150;160;190;156,  1
321,20200629,;17;210;150;150;190;158,  1
321,20200629,;18;210;150;160;190;156,  1
321,20200629,;19;210;160;160;190;157,  1
321,20200629,;20;210;160;160;200;158,  1
321,20200629,;21;210;150;160;180;158,  1
321,20200629,;22;220;150;140;180;159,  1
321,20200629,;23;230;140;130;170;159,  1
321,20200629,;24;230;130;130;160;156,  1
321,20200630,;1;230;130;130;160;155,  1
321,20200630,;2;220;130;120;170;153,  1
321,20200630,;3;230;120;100;140;156
321,20200630,;4;240;120;90;130;155,  1
321,20200630,;5;220;110;120;150;151,  1
321,20200630,;6;220;120;130;150;151,  1
321,20200630,;7;230;120;110;150;150,  1
321,20200630,;8;220;110;110;140;151,  1
321,20200630,;9;230;110;110;140;153,  1
321,20200630,;10;230;120;90;150;154,  1
321,20200630,;11;220;100;110;140;157,  1
321,20200630,;12;220;120;120;150;156,  1
321,20200630,;13;210;110;100;140;155,  1
321,20200630,;14;210;100;100;130;159,  1
321,20200630,;15;210;110;100;140;163,  1
321,20200630,;16;210;110;110;140;160,  1
321,20200630,;17;220;120;120;150;160,  1
321,20200630,;18;220;110;110;150;161,  1
321,20200630,;19;220;110;100;140;162,  1
321,20200630,;20;210;110;110;130;160,  1
321,20200630,;21;220;100;100;130;162,  1
321,20200630,;22;210;100;90;120;163,  1
321,20200630,;23;220;100;90;120;164,  1
321,20200630,;24;210;90;90;110;165,  1
321,20200701,;1;210;90;80;110;167,  1
321,20200701,;2;210;80;90;110;164,  1
321,20200701,;3;200;90;90;110;163,  1
321,20200701,;4;210;90;80;110;163,  1
321,20200701,;5;200;80;90;110;164,  1
321,20200701,;6;210;100;100;120;164,  1
321,20200701,;7;220;110;110;140;161,  1
321,20200701,;8;220;110;100;130;161,  1
321,20200701,;9;220;110;110;130;161,  1
321,20200701,;10;220;120;110;150;159,  1
321,20200701,;11;220;120;120;140;159,  1
321,20200701,;12;210;120;110;130;161,  1
321,20200701,;13;210;110;110;140;161,  1
321,20200701,;14;210;110;110;130;164,  1
321,20200701,;15;210;110;120;140;162,  1
321,20200701,;16;210;110;100;140;165,  1
321,20200701,;17;210;100;110;130;166,  1
321,20200701,;18;210;110;110;140;167,  1
321,20200701,;19;220;100;110;140;164,  1
321,20200701,;20;210;110;100;140;163,  1
321,20200701,;21;220;110;110;130;163,  1
321,20200701,;22;220;100;100;130;165,  1
321,20200701,;23;220;110;110;130;163,  1
321,20200701,;24;220;100;100;120;164,  1
321,20200702,;1;210;90;100;110;163,  1
321,20200702,;2;220;100;100;120;164,  1
321,20200702,;3;230;90;90;120;162,  1
321,20200702,;4;230;80;80;110;162,  1
321,20200702,;5;230;80;80;100;162,  1
321,20200702,;6;230;80;70;100;161,  1
321,20200702,;7;230;80;60;90;161,  1
321,20200702,;8;240;80;80;90;158,  1
321,20200702,;9;230;90;70;100;156,  1
321,20200702,;10;230;90;90;110;156,  1
321,20200702,;11;230;90;80;120;155,  1
321,20200702,;12;220;90;90;120;159,  1
321,20200702,;13;220;90;90;100;159,  1
321,20200702,;14;220;100;110;130;159,  1
321,20200702,;15;220;110;120;150;162,  1
321,20200702,;16;230;110;90;140;162,  1
321,20200702,;17;230;100;80;120;159,  1
321,20200702,;18;230;90;80;110;161,  1
321,20200702,;19;230;80;80;100;163,  1
321,20200702,;20;230;80;70;100;164,  1
321,20200702,;21;270;80;80;100;161,  1
321,20200702,;22;290;70;70;80;154,  1
321,20200702,;23;290;60;50;70;154,  1
321,20200702,;24;300;50;50;60;152,  1
321,20200703,;1;310;50;40;60;151,  1
321,20200703,;2;290;30;20;50;149,  1
321,20200703,;3;240;20;20;30;150,  1
321,20200703,;4;220;30;40;50;153,  1
321,20200703,;5;210;50;50;60;155,  1
321,20200703,;6;210;50;60;70;157,  1
321,20200703,;7;210;60;60;80;162,  1
321,20200703,;8;210;70;70;80;164,  1
321,20200703,;9;210;80;80;100;163,  1
321,20200703,;10;220;90;100;110;158,  1
321,20200703,;11;220;110;110;140;160,  1
321,20200703,;12;210;110;120;140;160,  1
321,20200703,;13;210;120;130;160;159,  1
321,20200703,;14;210;140;140;170;158,  1
321,20200703,;15;210;150;150;170;159,  1
321,20200703,;16;210;150;150;190;160,  1
321,20200703,;17;210;150;150;190;160,  1
321,20200703,;18;210;150;150;180;161,  1
321,20200703,;19;210;150;160;190;160,  1
321,20200703,;20;210;140;140;180;161,  1
321,20200703,;21;210;140;140;180;161,  1
321,20200703,;22;210;140;140;180;149,  1
321,20200703,;23;210;150;160;180;158,  1
321,20200703,;24;210;150;160;190;154,  1
321,20200704,;1;210;160;160;200;157,  1
321,20200704,;2;210;160;160;200;149,  1
321,20200704,;3;210;160;160;210;163,  1
321,20200704,;4;210;160;160;200;162,  1
321,20200704,;5;210;160;170;210;156,  1
321,20200704,;6;200;160;160;200;149,  1
321,20200704,;7;210;160;170;200;148,  1
321,20200704,;8;210;160;150;200;159,  1
321,20200704,;9;210;150;160;200;164,  1
321,20200704,;10;210;160;150;200;164,  1
321,20200704,;11;210;160;160;200;165,  1
321,20200704,;12;210;150;150;180;160,  1
321,20200704,;13;210;150;160;190;164,  1
321,20200704,;14;210;160;150;200;169,  1
321,20200704,;15;210;160;150;200;169,  1
321,20200704,;16;210;150;140;190;169,  1
321,20200704,;17;210;150;150;190;168,  1
321,20200704,;18;210;150;140;190;163,  1
321,20200704,;19;210;140;150;180;168,  1
321,20200704,;20;210;150;140;180;167,  1
321,20200704,;21;220;140;140;180;167,  1
321,20200704,;22;210;130;130;160;167,  1
321,20200704,;23;210;130;130;160;167,  1
321,20200704,;24;210;130;140;160;166,  1
321,20200705,;1;210;150;140;180;165,  1
321,20200705,;2;210;150;150;190;163,  1
321,20200705,;3;210;170;180;210;163,  1
321,20200705,;4;210;170;180;210;161,  1
321,20200705,;5;210;170;170;220;161,  1
321,20200705,;6;210;170;170;210;163,  1
321,20200705,;7;210;170;160;210;162,  1
321,20200705,;8;210;150;150;200;166,  1
321,20200705,;9;210;150;150;190;167,  1
321,20200705,;10;210;150;140;190;167,  1
321,20200705,;11;210;140;140;180;167,  1
321,20200705,;12;210;150;150;180;167,  1
321,20200705,;13;210;140;140;170;167,  1
321,20200705,;14;210;140;140;170;167,  1
321,20200705,;15;210;140;140;170;167,  1
321,20200705,;16;210;140;130;170;166,  1
321,20200705,;17;210;130;130;160;166,  1
321,20200705,;18;210;130;130;160;166,  1
321,20200705,;19;220;120;120;150;173,  1
321,20200705,;20;240;120;130;180;177,  1
321,20200705,;21;230;130;120;170;173,  1
321,20200705,;22;250;140;150;180;170
321,20200705,;23;250;140;130;180;165
321,20200705,;24;240;140;150;180;160
321,20200706,;1;250;140;150;190;157
321,20200706,;2;250;150;150;180;153
321,20200706,;3;260;150;150;180;150
321,20200706,;4;260;140;130;170;148
321,20200706,;5;260;130;130;170;146
321,20200706,;6;260;130;130;160;146
321,20200706,;7;260;130;120;160;145
321,20200706,;8;270;120;110;150;148
321,20200706,;9;260;110;110;130;150
321,20200706,;10;270;110;100;150;154
321,20200706,;11;270;110;100;140;159
321,20200706,;12;260;100;100;130;162
321,20200706,;13;260;100;110;130;164
321,20200706,;14;290;100;100;130;160,  1
321,20200706,;15;290;70;50;110;148,  1
321,20200706,;16;290;50;40;70;151,  1
321,20200706,;17;300;50;60;80;157,  1
321,20200706,;18;290;60;60;70;153
321,20200706,;19;300;50;40;60;152
321,20200706,;20;300;30;30;50;151
321,20200706,;21;260;30;30;30;151,  1
321,20200706,;22;240;20;20;30;152
321,20200706,;23;230;20;30;40;155
321,20200706,;24;210;30;30;40;158
321,20200707,;1;190;30;40;40;160
321,20200707,;2;220;40;50;60;160,  1
321,20200707,;3;240;50;60;70;160,  1
321,20200707,;4;270;70;70;90;152
321,20200707,;5;280;70;70;90;152,  1
321,20200707,;6;280;70;70;90;152,  1
321,20200707,;7;280;70;70;90;153
321,20200707,;8;270;60;60;90;152,  1
321,20200707,;9;270;50;50;70;157
321,20200707,;10;250;50;50;70;154
321,20200707,;11;240;60;50;70;153,  1
321,20200707,;12;220;60;70;90;152,  1
321,20200707,;13;210;70;70;100;155,  1
321,20200707,;14;210;70;80;90;158,  1
321,20200707,;15;210;80;80;100;161,  1
321,20200707,;16;220;90;90;110;166
321,20200707,;17;230;80;70;110;162,  1
321,20200707,;18;270;60;50;80;161,  1
321,20200707,;19;260;50;50;70;156,  1
321,20200707,;20;300;40;30;80;144,  1
321,20200707,;21;270;30;20;50;142,  1
321,20200707,;22;240;20;30;40;148,  1
321,20200707,;23;270;50;50;80;147,  1
321,20200707,;24;250;50;60;70;143,  1
321,20200708,;1;250;50;40;60;142,  1
321,20200708,;2;250;50;60;60;141,  1
321,20200708,;3;240;40;30;60;140,  1
321,20200708,;4;200;30;40;50;142,  1
321,20200708,;5;200;40;30;50;144,  1
321,20200708,;6;230;30;30;50;145,  1
321,20200708,;7;210;30;30;40;146,  1
321,20200708,;8;190;40;40;50;149,  1
321,20200708,;9;210;40;40;50;154,  1
321,20200708,;10;230;40;40;70;154,  1
321,20200708,;11;230;50;50;70;158,  1
321,20200708,;12;240;50;40;70;162,  1
321,20200708,;13;230;50;50;60;163,  1
321,20200708,;14;230;50;40;60;165,  1
321,20200708,;15;230;50;50;60;164,  1
321,20200708,;16;230;50;40;70;165,  1
321,20200708,;17;230;50;50;60;164,  1
321,20200708,;18;220;40;50;60;165,  1
321,20200708,;19;220;40;30;50;165,  1
321,20200708,;20;230;30;20;40;163,  1
321,20200708,;21;200;30;30;40;163,  1
321,20200708,;22;200;30;30;40;162,  1
321,20200708,;23;200;30;30;40;163,  1
321,20200708,;24;200;40;50;60;163,  1
321,20200709,;1;200;60;60;80;162,  1
321,20200709,;2;220;80;80;110;164,  1
321,20200709,;3;220;100;110;130;166,  1
321,20200709,;4;210;110;110;140;163,  1
321,20200709,;5;220;120;130;150;159,  1
321,20200709,;6;210;120;110;140;161,  1
321,20200709,;7;210;110;120;140;162,  1
321,20200709,;8;210;120;110;150;161,  1
321,20200709,;9;220;120;120;150;164,  1
321,20200709,;10;220;120;120;160;163,  1
321,20200709,;11;210;110;100;140;164,  1
321,20200709,;12;220;110;110;140;164,  1
321,20200709,;13;220;110;110;140;163,  1
321,20200709,;14;220;120;120;150;164,  1
321,20200709,;15;210;120;120;150;165,  1
321,20200709,;16;220;120;120;140;164,  1
321,20200709,;17;220;110;110;130;164,  1
321,20200709,;18;220;100;90;120;165,  1
321,20200709,;19;230;90;80;110;164,  1
321,20200709,;20;210;80;80;110;168,  1
321,20200709,;21;210;80;80;110;166,  1
321,20200709,;22;220;80;90;100;167,  1
321,20200709,;23;210;80;80;110;164,  1
321,20200709,;24;230;80;70;110;163,  1
321,20200710,;1;310;60;50;80;156,  1
321,20200710,;2;350;50;80;100;153,  1
321,20200710,;3;350;90;90;110;149,  1
321,20200710,;4;340;100;90;120;148,  1
321,20200710,;5;330;90;90;110;147,  1
321,20200710,;6;340;80;80;100;149,  1
321,20200710,;7;340;80;90;100;145,  1
321,20200710,;8;330;90;100;120;135,  1
321,20200710,;9;330;90;80;120;141,  1
321,20200710,;10;320;70;70;90;148,  1
321,20200710,;11;320;70;70;100;150
321,20200710,;12;310;60;60;80;155
321,20200710,;13;310;60;50;70;154
321,20200710,;14;310;50;50;70;153
321,20200710,;15;320;50;40;60;153,  1
321,20200710,;16;300;40;40;60;156
321,20200710,;17;290;30;30;50;152
321,20200710,;18;290;30;30;40;153
321,20200710,;19;290;30;30;40;152
321,20200710,;20;300;40;30;50;148
321,20200710,;21;280;40;30;50;147
321,20200710,;22;290;30;30;50;147,  1
321,20200710,;23;290;30;20;40;146,  1
321,20200710,;24;260;30;20;40;147,  1
321,20200711,;1;260;30;30;40;148,  1
321,20200711,;2;240;20;20;40;148,  1
321,20200711,;3;210;20;20;30;150,  1
321,20200711,;4;150;20;20;50;144,  1
321,20200711,;5;270;20;20;50;154,  1
321,20200711,;6;310;40;40;50;157,  1
321,20200711,;7;300;40;40;60;162,  1
321,20200711,;8;290;40;40;50;163,  1
321,20200711,;9;280;40;40;50;159,  1
321,20200711,;10;270;40;30;50;160,  1
321,20200711,;11;270;40;40;50;162,  1
321,20200711,;12;270;40;40;50;161,  1
321,20200711,;13;270;40;50;50;160,  1
321,20200711,;14;280;40;40;60;158,  1
321,20200711,;15;320;40;50;60;159,  1
321,20200711,;16;330;50;50;60;153,  1
321,20200711,;17;330;40;40;60;151,  1
321,20200711,;18;330;40;40;50;149,  1
321,20200711,;19;350;40;40;50;147,  1
321,20200711,;20;340;40;40;50;146,  1
321,20200711,;21;340;30;30;50;146,  1
321,20200711,;22;350;30;20;40;146,  1
321,20200711,;23;340;20;20;30;146,  1
321,20200711,;24;330;20;20;30;146,  1
321,20200712,;1;340;20;20;30;146,  1
321,20200712,;2;340;20;30;40;146,  1
321,20200712,;3;340;20;20;30;145,  1
321,20200712,;4;340;20;20;20;146,  1
321,20200712,;5;310;10;10;20;159,  1
321,20200712,;6;340;10;10;20;154,  1
321,20200712,;7;350;10;10;20;155,  1
321,20200712,;8;350;10;10;20;157,  1
321,20200712,;9;40;10;10;20;154,  1
321,20200712,;10;30;10;10;20;154,  1
321,20200712,;11;0;10;0;10;157,  1
321,20200712,;12;20;10;10;20;156,  1
321,20200712,;13;10;10;10;20;157,  1
321,20200712,;14;10;10;10;20;158
321,20200712,;15;20;10;10;20;158
321,20200712,;16;50;10;10;20;160
321,20200712,;17;30;20;20;30;161,  1
321,20200712,;18;50;20;20;30;163
321,20200712,;19;50;20;20;30;164
321,20200712,;20;50;30;30;40;165
321,20200712,;21;50;30;30;40;165
321,20200712,;22;50;30;30;40;167,  1
321,20200712,;23;60;30;30;40;169,  1
321,20200712,;24;90;30;40;50;170,  1
321,20200713,;1;110;40;40;50;169,  1
321,20200713,;2;130;40;40;50;166,  1
321,20200713,;3;130;40;40;50;165,  1
321,20200713,;4;140;40;30;40;164,  1
321,20200713,;5;150;30;30;40;167,  1
321,20200713,;6;170;30;30;40;166,  1
321,20200713,;7;180;30;30;40;167,  1
321,20200713,;8;180;40;40;50;167,  1
321,20200713,;9;190;40;40;50;168,  1
321,20200713,;10;200;40;40;50;169,  1
321,20200713,;11;210;50;50;60;168,  1
321,20200713,;12;200;50;40;60;170,  1
321,20200713,;13;200;50;50;50;170,  1
321,20200713,;14;190;50;50;60;173,  1
321,20200713,;15;190;50;50;60;177,  1
321,20200713,;16;190;50;50;60;178,  1
321,20200713,;17;190;50;50;60;178,  1
321,20200713,;18;190;50;60;70;178,  1
321,20200713,;19;200;60;60;70;179,  1
321,20200713,;20;210;60;60;70;177,  1
321,20200713,;21;210;60;60;80;177,  1
321,20200713,;22;210;70;80;90;176,  1
321,20200713,;23;280;70;60;90;174,  1
321,20200713,;24;340;40;20;60;167,  1
321,20200714,;1;300;10;10;20;167,  1
321,20200714,;2;240;10;10;20;167,  1
321,20200714,;3;220;10;10;20;166,  1
321,20200714,;4;230;20;20;40;166,  1
321,20200714,;5;220;30;30;40;167,  1
321,20200714,;6;240;40;30;50;162,  1
321,20200714,;7;250;30;30;40;163,  1
321,20200714,;8;220;30;40;50;162,  1
321,20200714,;9;340;40;40;60;155,  1
321,20200714,;10;350;40;40;50;153,  1
321,20200714,;11;340;40;40;50;156,  1
321,20200714,;12;330;40;50;60;162,  1
321,20200714,;13;330;50;50;60;162,  1
321,20200714,;14;340;60;50;70;159,  1
321,20200714,;15;340;40;40;60;160,  1
321,20200714,;16;330;40;50;60;160,  1
321,20200714,;17;330;60;60;70;155,  1
321,20200714,;18;330;60;60;80;152,  1
321,20200714,;19;330;50;50;60;151
321,20200714,;20;350;30;20;50;151
321,20200714,;21;320;10;10;30;152
321,20200714,;22;270;10;10;20;155
321,20200714,;23;290;10;10;20;154
321,20200714,;24;290;10;10;20;153
321,20200715,;1;230;20;20;30;153
321,20200715,;2;230;30;20;40;156
321,20200715,;3;240;30;20;40;157
321,20200715,;4;250;20;30;30;158
321,20200715,;5;260;20;20;30;161,  1
321,20200715,;6;260;20;30;40;163,  1
321,20200715,;7;270;30;20;40;173,  1
321,20200715,;8;280;20;20;30;184,  1
321,20200715,;9;210;10;10;20;166,  1
321,20200715,;10;200;10;20;20;164,  1
321,20200715,;11;230;20;20;30;165,  1
321,20200715,;12;240;30;20;60;167,  1
321,20200715,;13;260;30;30;40;174,  1
321,20200715,;14;260;40;40;50;175,  1
321,20200715,;15;250;30;40;40;168,  1
321,20200715,;16;240;40;40;50;165,  1
321,20200715,;17;240;40;40;50;165,  1
321,20200715,;18;230;50;50;70;162,  1
321,20200715,;19;240;60;40;80;161,  1
321,20200715,;20;230;40;30;50;160,  1
321,20200715,;21;230;50;50;80;157,  1
321,20200715,;22;260;60;60;80;150,  1
321,20200715,;23;260;50;60;70;153,  1
321,20200715,;24;280;60;50;80;146,  1
321,20200716,;1;290;50;50;80;155,  1
321,20200716,;2;280;60;70;90;157,  1
321,20200716,;3;270;80;80;100;154,  1
321,20200716,;4;280;70;80;90;155,  1
321,20200716,;5;290;80;80;90;157,  1
321,20200716,;6;290;70;70;100;156,  1
321,20200716,;7;310;80;80;90;153,  1
321,20200716,;8;290;70;80;110;152,  1
321,20200716,;9;300;70;60;100;158,  1
321,20200716,;10;310;70;70;90;163,  1
321,20200716,;11;300;70;80;90;163,  1
321,20200716,;12;300;70;70;90;162,  1
321,20200716,;13;300;70;60;80;165,  1
321,20200716,;14;310;70;70;80;166,  1
321,20200716,;15;310;60;60;70;169,  1
321,20200716,;16;300;60;60;70;170,  1
321,20200716,;17;300;60;50;70;166,  1
321,20200716,;18;300;60;60;70;165,  1
321,20200716,;19;300;50;50;60;165,  1
321,20200716,;20;290;40;50;60;165,  1
321,20200716,;21;280;40;40;50;166,  1
321,20200716,;22;270;40;40;50;165,  1
321,20200716,;23;270;40;40;50;166,  1
321,20200716,;24;260;30;30;40;167,  1
321,20200717,;1;250;30;20;40;167,  1
321,20200717,;2;240;20;20;30;168,  1
321,20200717,;3;220;30;40;40;170,  1
321,20200717,;4;180;30;30;40;171,  1
321,20200717,;5;190;30;30;40;172,  1
